0       1.2250  
500	1.1673
1000	1.1117
1500	1.0581
2000	1.0065
2500	0.9569
3000	0.9093
4000	0.8194
5000	0.7365
6000	0.6601
7000	0.5900
8000	0.5258
9000	0.4671
10000	0.4135
11000	0.3648
12000	0.3119
14000	0.2279
16000	0.1665
18000	0.1216
20000	0.0889
24000	0.0469
28000	0.0251
32000	0.0136
36000	0.007261
40000	0.004001
50000	0.001031
60000	0.00030010000000000003
80000	1.851e-05
100000	5.551e-07
